Name,Market,Price,CategoryName,ImageUrl,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
1 kg Kemikli İnciksiz Kuzu Yarım Kol,Carrefoursa,"796,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/1-kg-kemikli-inciksiz-kuzu-yarim-kol-_286543.jpg,226,16,0,18
Pınar 250 gr Macar Kahvaltılık Salam,PınarOnline,"172,19 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-250-gr-macar-kahvaltilik-salam-_360213.jpg,58,3,1,5
1 kg Dana Antrikot,Carrefoursa,"1.129,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/1-kg-dana-antrikot-_286493.jpg,165,20,0,9
Pınar 430 gr Soyulmuş Dana Sosis,PınarOnline,"209,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-430-gr-soyulmus-dana-sosis-_338013.jpg,250,26,0,20
Kocaman 1 kg Kalamar Halka %50 Glaze Donuk,Carrefour,"670,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/kocaman-1-kg-kalamar-halka-50-glaze-donuk-_862386.jpg,129,18,0,7
Namet 100 gr Dil Füme,Carrefoursa,"2.229,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/namet-100-gr-dil-fume-_578831.jpg,,,,
Fümeci Smokehouse 1 kg Füme Dil,idefix,"3.424,57 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/fumeci-smokehouse-1-kg-fume-dil-_578861.jpg,282,19,0,22
Fümeci 1 kg Karabiberli Hindi But,Carrefoursa,"1.111,92 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/fumeci-1-kg-karabiberli-hindi-but-_1095837.jpg,107,25,0,1
Nora 250 gr Dondurulmuş Midye Dolma,Carrefoursa,"149,99 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/nora-250-gr-dondurulmus-midye-dolma-_1989373.jpg,30,2,3,1
Torku 100 gr Dana Kavurma,a101,"79,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,250,26,0,20
Red Tiger 250 gr Surimi Çucuk Yengeç,Carrefoursa,"209,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/red-tiger-250-gr-surimi-cucuk-yengec-_215886.jpg,101,20,0,2
Besler 300 gr Nostalji Fermente Dana Sucuk,Hakmarekspress,"249,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/besler-300-gr-nostalji-fermente-dana-sucuk-_1441921.jpg,432,16,2,40
Namet 200 gr Hindi Füme Et,Getir Büyük,"98,50 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/namet-200-gr-hindi-fume-et-_1868725.jpg,129,25,0,3
Bolca 1 kg Hindi Göğüs Bütün Fleto,Carrefoursa,"361,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/bolca-1-kg-hindi-gogus-butun-fleto-_2036067.jpg,107,25,0,1
Pınar 2 kg Kasap Orta Yağlı Dana Kuşbaşı,PınarOnline,"1.269,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-2-kg-kasap-orta-yagli-dana-kusbasi-_2047395.jpg,250,26,0,20
Erpiliç 1 kg Piliç Pirzola,Getir Büyük,"199,50 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/erpilic-1-kg-pilic-pirzola-_2061990.jpg,165,31,0,3.6
Carrefour 50 gr Hindi Füme,Carrefoursa,"19,95 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/carrefour-50-gr-hindi-fume-_322194.jpg,107,25,0,1
Marines 1000 gr Panga Fileto,Carrefour,"399,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/marines-1000-gr-panga-fileto-_403846.jpg,88,20,1,0.4
Tadpi 1 kg Piliç Ciğer,Şok,"69,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/tadpi-1-kg-pilic-ciger-_1443926.jpg,165,31,0,3.6
Namet 400 gr Dana Evlik Sucuk,Şok,"259,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/namet-400-gr-dana-evlik-sucuk-_1432812.jpg,380,14,2,35
"Lezita 1,5 kg Taze Poşetli Bütün Piliç",Carrefour,"99,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/lezita-15-kg-taze-posetli-butun-pilic-_710493.jpg,165,31,0,3.6
Pınar 265 gr Füme Hindi Cheddarlı Jumbo Sosis,PınarOnline,"77,28 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-265-gr-fume-hindi-cheddarli-jumbo-sosis-_2047588.jpg,107,25,0,1
Fümeci Smokehouse 500 gr %100 Dana Cotto,idefix,"1.226,77 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/fumeci-smokehouse-500-gr-100-dana-cotto-_1601464.jpg,250,26,0,20
Pınar 265 gr Füme Hindi Jumbo Sosis,PınarOnline,"99,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-265-gr-fume-hindi-jumbo-sosis-_2047584.jpg,107,25,0,1
Kopuz 2x300 gr Rize Kavurması,idefix,"1.296,66 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/kopuz-2x300-gr-rize-kavurmasi-_1182459.jpg,,,,
Haket 1 kg Dana Kuşbaşı Yağsız,Hakmarekspress,"599,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/haket-1-kg-dana-kusbasi-yagsiz-_760864.jpg,250,26,0,20
Banvit 1 kg Tabak Piliç Izgara Kanat,Tarım Kredi Kooperatifi,"219,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/banvit-1-kg-tabak-pilic-izgara-kanat-_862539.jpg,165,31,0,3.6
Pınar 500 gr Kasap Hindi But Kuşbaşı,PınarOnline,"169,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-500-gr-kasap-hindi-but-kusbasi-_1317598.jpg,250,26,0,20
Namet 250 gr Pişmiş Dana Parmak Köfte,Getir Büyük,"116,99 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/namet-250-gr-pismis-dana-parmak-kofte-_1892497.jpg,250,26,0,20
Pınar 500 gr Kasap Dana Güngörmez,PınarOnline,"479,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-500-gr-kasap-dana-gungormez-_1313896.jpg,250,26,0,20
Pınar 1 kg Kasap Orta Yağlı Dana Kuşbaşı,PınarOnline,"599,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-1-kg-kasap-orta-yagli-dana-kusbasi-_2066070.jpg,250,26,0,20
Molu 1 kg Anadolu Usulü Evlik Parmak Sucuk,idefix,"770,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/molu-1-kg-anadolu-usulu-evlik-parmak-sucuk-_949423.jpg,389,16,1.5,40
Pınar 460 gr Servis Hindi Sosis,PınarOnline,"122,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-460-gr-servis-hindi-sosis-_2047467.jpg,107,25,0,1
Bahar 2x120 gr Pişmiş Hindi Fileto,Carrefour,"191,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/bahar-2x120-gr-pismis-hindi-fileto-_1232240.jpg,107,25,0,1
Namet 250 gr Pişmiş Dana Parmak Köfte,Getir Büyük,"116,99 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/namet-250-gr-pismis-dana-parmak-kofte-_1892497.jpg,250,26,0,20
Tazem 1 kg Piliç Kelebek Pirzola,Bim,"149,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/tazem-1-kg-pilic-kelebek-pirzola-_1441236.jpg,165,31,0,3.6
Pınar 500 gr Kasap Hindi But Kuşbaşı,PınarOnline,"169,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-500-gr-kasap-hindi-but-kusbasi-_1317598.jpg,250,26,0,20
800 gr Çipura,Carrefoursa,"400,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/800-gr-cipura-_403940.jpg,84,18,0,1
Reyondan 500 gr Mezgit Fileto,Carrefoursa,"239,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/reyondan-500-gr-mezgit-fileto-_1439171.jpg,132,21,0.4,4.5
Haket 300 gr Yağsız Dana Kuşbaşı,Hakmarekspress,"79,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/haket-300-gr-yagsiz-dana-kusbasi-_906712.jpg,250,26,0,20
Banvit 300 gr Piliç Nuget,Carrefoursa,"54,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/banvit-300-gr-pilic-nuget-_1964925.jpg,165,31,0,3.6
Banvit 1 kg Tabak Piliç Izgara Kanat,Tarım Kredi Kooperatifi,"219,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/banvit-1-kg-tabak-pilic-izgara-kanat-_862539.jpg,165,31,0,3.6
Bonfilet 360 gr Steak Burger,Bim,"189,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,,,,
Beşler Et ve Gıda 500 gr Dana İlikli Kemik,a101,"35,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/besler-et-ve-gida-500-gr-dana-ilikli-kemik-_1515424.jpg,250,26,0,20
Sofra Bizden 250 gr Kurutulmuş Balkan Salam,idefix,"359,10 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/sofra-bizden-250-gr-kurutulmus-balkan-salam-_931574.jpg,58,3,1,5
Sasu Blue 160 gr Acılı Ton Balığı,PttAVM,"90,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/sasu-blue-160-gr-acili-ton-baligi-_1250785.jpg,193,24,0,11
Fümeci 200 gr Smokehouse Fümeci Kekikli Italyan Salam,idefix,"449,10 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/fumeci-200-gr-smokehouse-fumeci-kekikli-italyan-salam-_664389.jpg,354,21,0,30
Super Fresh 24x150 gr Ton Balığı,idefix,"2.150,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/super-fresh-24x150-gr-ton-baligi-_1170636.jpg,193,24,0,11
Akalp Çiftliği 1 kg Maraş Kasap Et Sucuğu,PttAVM,"1.449,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/akalp-ciftligi-1-kg-maras-kasap-et-sucugu-_1344721.jpg,,,,
Danet 1 kg Fermente Klasik Kangal Sucuk,Pazarama,"1.200,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-1-kg-fermente-klasik-kangal-sucuk-_1602744.jpg,380,14,2,35
AfyonKarahisar 2 kg Dana Eti Sucuk,PttAVM,"964,08 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/afyonkarahisar-2-kg-dana-eti-sucuk-_1768547.jpg,432,16,2,40
Danet 3 kg Dana Örgülü Karabiberli Ispanyol Salam,Pazarama,"3.100,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-3-kg-dana-orgulu-karabiberli-ispanyol-salam-_1985015.jpg,195,10,7,15
Danet 5x200 gr Baton Piliç Salam,Pazarama,"400,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-5x200-gr-baton-pilic-salam-_2005648.jpg,165,31,0,3.6
Danet 1250 gr Dana Baton Macar Salam,Pazarama,"1.350,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-1250-gr-dana-baton-macar-salam-_1978593.jpg,15,0.75,0.11,1
Kocaşaban Sucukları 500 gr Antrikot Pastırma,idefix,"1.250,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/kocasaban-sucuklari-500-gr-antrikot-pastirma-_1177401.jpg,200,30,3,5
Kocaşaban 1 kg Dana Kangal Sucuk,idefix,"1.100,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/kocasaban-1-kg-dana-kangal-sucuk-_1723784.jpg,380,14,2,35
Özden 300 gr Piliç Dilimli Sucuk,PttAVM,"74,29 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/ozden-300-gr-pilic-dilimli-sucuk-_1421216.jpg,165,31,0,3.6
Gönbeler 1 kg Acısız Dana Eti Sucuk,PttAVM,"490,22 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/gonbeler-1-kg-acisiz-dana-eti-sucuk-_1772437.jpg,432,16,2,40
AfyonKarahisar 1 kg Dana Eti Sucuk,PttAVM,"817,58 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/afyonkarahisar-1-kg-dana-eti-sucuk-_1772673.jpg,432,16,2,40
Pınar 460 gr Büfe Sosis,PınarOnline,"249,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-460-gr-bufe-sosis-_337783.jpg,,,,
Otantik 500 gr Acılı İrişgirik Sucuk,PttAVM,"640,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/otantik-500-gr-acili-irisgirik-sucuk-_1558632.jpg,432,16,2,40
Başyazıcı 200 gr Özel Kangal Sucuk,Carrefour,"249,50 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/basyazici-200-gr-ozel-kangal-sucuk-_362589.jpg,380,14,2,35
Pınar 75 gr Aç Bitir Isıl İşlem Görmüş Dana Sucuk,PınarOnline,"75,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,432,16,2,40
Pınar 6x900 gr Hindi Büfe Salam,PınarOnline,"1.129,05 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-6x900-gr-hindi-bufe-salam-_2059780.jpg,107,25,0,1
Pınar 12x240 gr İllaki Dana Sucuk,PınarOnline,"2.924,10 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-12x240-gr-illaki-dana-sucuk-_2059743.jpg,432,16,2,40
Danet 5x50 gr Dilimli Dana Fıstıklı Salam,Pazarama,"295,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-5x50-gr-dilimli-dana-fistikli-salam-_2039011.jpg,58,3,1,5
Otantik 500 gr Acılı İrişgirik Sucuk,PttAVM,"640,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/otantik-500-gr-acili-irisgirik-sucuk-_1558632.jpg,432,16,2,40
Özden 200 gr Büfe Sucuk,PttAVM,"48,07 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/ozden-200-gr-bufe-sucuk-_1244923.jpg,297,15,5,24
Gedik 250 gr Piliç Salam,Getir Büyük,"31,99 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/gedik-250-gr-pilic-salam-_1445737.jpg,165,31,0,3.6
Afyon Yöresel 1 kg Sucuk + 500 gr Pastırma,PttAVM,"1.390,46 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/afyon-yoresel-1-kg-sucuk-500-gr-pastirma-_2017712.jpg,200,30,3,5
Tk 1 kg Kemiksiz Dana But,Tarım Kredi Kooperatifi,"635,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,250,26,0,20
Pınar 225 gr Soyulmuş Dana Uzun Sosis,PınarOnline,"165,69 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,250,26,0,20
Şehzade 1 kg Acılı Sucuk,PttAVM,"637,64 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/sehzade-1-kg-acili-sucuk-_1815814.jpg,432,16,2,40
Dardanel Poşet 6x80 gr Light Ton Balığı,PttAVM,"567,84 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/dardanel-poset-6x80-gr-light-ton-baligi-_1602636.jpg,193,24,0,11
Başyazıcı 250 gr Çemensiz Antrikot Pastırma Kayseri,PttAVM,"585,11 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/basyazici-250-gr-cemensiz-antrikot-pastirma-kayseri-_1053757.jpg,200,30,3,5
Danet 2 kg Dana Etli Salam,Pazarama,"1.990,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-2-kg-dana-etli-salam-_1686395.jpg,58,3,1,5
DoğuMark 1 kg Hakiki Kangal Et Sucuk,PttAVM,"1.298,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/dogumark-1-kg-hakiki-kangal-et-sucuk-_1862169.jpg,432,16,2,40
Polonez 200 gr Dana Macar Salam,idefix,"296,10 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/polonez-200-gr-dana-macar-salam-_693511.jpg,15,0.75,0.11,1
Oral Et 300 gr Dana Kangal Sucuk,PttAVM,"576,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/oral-et-300-gr-dana-kangal-sucuk-_854908.jpg,380,14,2,35
Şahin 180 gr Acısız Kangal Sucuk,PttAVM,"254,21 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/sahin-180-gr-acisiz-kangal-sucuk-_898994.jpg,380,14,2,35
Otantik 1 kg Irişgirik Orta Acılı Kayseri Sucuk,PttAVM,"1.190,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/otantik-1-kg-irisgirik-orta-acili-kayseri-sucuk-_1905632.jpg,432,16,2,40
Sucuk Lokum Afyon 2 kg Baton Sucuk,PttAVM,"1.471,48 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/sucuk-lokum-afyon-2-kg-baton-sucuk-_2031595.jpg,399,14,7,35
Kayseri Online 250 gr Kayseri Sırt Pastırma Kayseri,PttAVM,"712,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,200,30,3,5
Kayseri Online 250 gr Antrikot Pastırma,PttAVM,"712,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,200,30,3,5
Kayseri Online 250 gr Tütünlük Pastırma,PttAVM,"712,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,200,30,3,5
Dardanel Klasik 12 x 75 gr Ton Balığı,PttAVM,"602,78 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/dardanel-klasik-12-x-75-gr-ton-baligi-_1825471.jpg,193,24,0,11
Pınar 80 gr Aç Bitir Dilimli Hindi Isıl Işlem Görmüş Sucuk,PınarOnline,"85,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,107,25,0,1
Cumhuriyet Kangal Dana Sucuk 6 x 220 gr,idefix,"1.550,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/cumhuriyet-kangal-dana-sucuk-6-x-220-gr-_691132.jpg,432,16,2,40
Özden 500 gr Dana Dilimli Sucuk,PttAVM,"322,94 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/ozden-500-gr-dana-dilimli-sucuk-_949398.jpg,432,16,2,40
Frosta Chefs' Choice Back 200 gr Bacon,Carrefour,"899,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/frosta-chefs-choice-back-200-gr-bacon-_1185603.jpg,,,,
Afyon Sucuk Lokum 2 kg Dana Eti Sucuk,PttAVM,"1.324,17 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/afyon-sucuk-lokum-2-kg-dana-eti-sucuk-_1772455.jpg,432,16,2,40
AfyonKarahisar 4 kg Dana Eti Sucuk,PttAVM,"1.862,68 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/afyonkarahisar-4-kg-dana-eti-sucuk-_1768543.jpg,432,16,2,40
Molu Et 500 gr Anadolu Usulü Evlik Parmak Sucuk,idefix,"470,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/molu-et-500-gr-anadolu-usulu-evlik-parmak-sucuk-_1832641.jpg,389,16,1.5,40
Molu Et 500 gr Coğrafi İşaretli Kayseri Yağsız Çemenli Antrikot Pastırma,idefix,"830,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/molu-et-500-gr-cografi-isaretli-kayseri-yagsiz-cemenli-antrikot-pastirma-_1020021.jpg,200,30,3,5
Fümeci Smokehouse Gravyerli Sosis 350 gr,idefix,"620,89 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/fumeci-smokehouse-gravyerli-sosis-350-gr-_526878.jpg,163,21,4,7
Polonez 500 gr Sebzeli Tavuk Jambon,PttAVM,"388,54 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/polonez-500-gr-sebzeli-tavuk-jambon-_286399.jpg,165,31,0,3.6
Danet 70 gr Çemeni Sıyrılmış Dana Pastırma,Pazarama,"220,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-70-gr-cemeni-siyrilmis-dana-pastirma-_1637187.jpg,200,30,3,5
Polonez 90 gr Kurutulmuş Dilimli Füme Et,a101,"195,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/polonez-90-gr-kurutulmus-dilimli-fume-et-_286583.jpg,129,25,0,3
Haket 1 kg Kuzu Külbastı,Hakmarekspress,"999,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,226,16,0,18
Dardanel 2x3x140 gr Klasik Ton Balığı,PttAVM,"567,84 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/dardanel-2x3x140-gr-klasik-ton-baligi-_1837118.jpg,193,24,0,11
Danet 400 gr Dilimli Piliç Jambon,Pazarama,"290,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-400-gr-dilimli-pilic-jambon-_2005731.jpg,165,31,0,3.6
Kocaşaban 500 gr Dana Sucuk,idefix,"650,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/kocasaban-500-gr-dana-sucuk-_318606.jpg,432,16,2,40
Gurmepark 250 gr Karabiberli Az Yağlı Katkısız Roastbeef Tütsülenmiş Dana Füme Et,PttAVM,"585,11 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/gurmepark-250-gr-karabiberli-az-yagli-katkisiz-roastbeef-tutsulenmis-dana-fume-et-_1968462.jpg,129,25,0,3
Gurmepark 250 gr Hindi Füme Kuru Et,idefix,"335,77 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/gurmepark-250-gr-hindi-fume-kuru-et-_910778.jpg,185,35,0,5
Ahmet Ipek 500 gr Fermente Sucuk,idefix,"750,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/ahmet-ipek-500-gr-fermente-sucuk-_1122201.jpg,432,16,2,40
Kocaşaban 500 gr Parmak Sucuk,idefix,"600,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/kocasaban-500-gr-parmak-sucuk-_318611.jpg,389,16,1.5,40
Polonez 250 gr Sade Dana Macar Salam,idefix,"469,42 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/polonez-250-gr-sade-dana-macar-salam-_1807806.jpg,15,0.75,0.11,1
Polonez 500 gr Fümelenmiş Dana Dil,PttAVM,"1.624,12 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/polonez-500-gr-fumelenmis-dana-dil-_1509975.jpg,250,26,0,20
Fümeci Smokehouse 250 gr Füme Dil,idefix,"929,77 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/fumeci-smokehouse-250-gr-fume-dil-_531228.jpg,282,19,0,22
Başyazıcı Pastırma Osmanlı Usülü 250 gr,PttAVM,"613,19 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/basyazici-pastirma-osmanli-usulu-250-gr-_1448220.jpg,200,30,3,5
Dardanel 4 x 160 gr Aç Ye Makarnalı Ton Balığı,PttAVM,"514,55 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/dardanel-4-x-160-gr-ac-ye-makarnali-ton-baligi-_1395744.jpg,193,24,0,11
İtimat 1 kg Kangal Sucuk,idefix,"1.000,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/itimat-1-kg-kangal-sucuk-_446083.jpg,380,14,2,35
Molu Et 500 gr Ege Usulü Kangal Sucuk,idefix,"470,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/molu-et-500-gr-ege-usulu-kangal-sucuk-_928231.jpg,380,14,2,35
Molu Et 1 kg Coğrafi İşaretli Kayseri Sucuğu,idefix,"905,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/molu-et-1-kg-cografi-isaretli-kayseri-sucugu-_928337.jpg,,,,
Molu Et Anadolu Usulü 300 gr Dilimli Sucuk,idefix,"314,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/molu-et-anadolu-usulu-300-gr-dilimli-sucuk-_2053069.jpg,432,16,2,40
Pınar 80 gr Aç Bitir Hindi Et Sucuk,PttAVM,"101,11 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-80-gr-ac-bitir-hindi-et-sucuk-_1697663.jpg,107,25,0,1
Cumhuriyet 500 gr Kangal Sucuk,idefix,"700,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/cumhuriyet-500-gr-kangal-sucuk-_1600734.jpg,380,14,2,35
Cumhuriyet 2x300 gr Vakumlu Fermente Kangal Sucuk,idefix,"750,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/cumhuriyet-2x300-gr-vakumlu-fermente-kangal-sucuk-_1644817.jpg,380,14,2,35
Dardanel 2x150 gr 4 Tahıllı Ton Balığı,idefix,"325,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/dardanel-2x150-gr-4-tahilli-ton-baligi-_1077396.jpg,193,24,0,11
Pınar 6x1 kg Dana Fıstıklı Salam,PınarOnline,"4.000,05 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/pinar-6x1-kg-dana-fistikli-salam-_2059807.jpg,58,3,1,5
Müslümoğlu 1 kg Evlik Fermente Parmak Sucuk,PttAVM,"999,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/muslumoglu-1-kg-evlik-fermente-parmak-sucuk-_1884952.jpg,389,16,1.5,40
Danet Dana Salam Macar 250 gr,Pazarama,"290,00 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/danet-dana-salam-macar-250-gr-_691752.jpg,58,3,1,5
Çınar 10x600 gr Kombi Afyon Tipi Sucuk,idefix,"3.078,60 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/cinar-10x600-gr-kombi-afyon-tipi-sucuk-_2001118.jpg,432,16,2,40
Dardanel Klasik 6 x 75 gr Ton Balığı,PttAVM,"340,70 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/dardanel-klasik-6-x-75-gr-ton-baligi-_1825452.jpg,193,24,0,11
Besler 220 gr Vakumlu Sucuk,Carrefour,"221,90 TL",et-tavuk-ve-balik,https://cdn.cimri.io/market/88x88/besler-220-gr-vakumlu-sucuk-_1442038.jpg,456,15,3,40
