Name,Market,Price,CategoryName,ImageUrl,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
Aleyna Baharat 500 gr Papatya Çayı,PttAVM,"281,11 TL",icecek,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,2,0,1,0
Halogen 9 gr Vişne İçecek Tozu,PttAVM,"647,28 TL",icecek,https://cdn.cimri.io/market/88x88/halogen-9-gr-visne-icecek-tozu-_1927787.jpg,,,,
Kentcafe 18 gr Sütlü Köpüklü Hazır Kahve,PttAVM,"283,41 TL",icecek,https://cdn.cimri.io/market/88x88/kentcafe-18-gr-sutlu-kopuklu-hazir-kahve-_1516824.jpg,2,0.2,0.09,0.05
Tos The Organic Spices 100 gr Zencefil ve Zerdeçal Çayı,PttAVM,"189,40 TL",icecek,https://cdn.cimri.io/market/88x88/tos-the-organic-spices-100-gr-zencefil-ve-zerdecal-cayi-_2050606.jpg,80,1.8,18.0,0.8
Esila 30'lu Bromelainli Fantastik Çay,PttAVM,"306,40 TL",icecek,https://cdn.cimri.io/market/88x88/esila-30lu-bromelainli-fantastik-cay-_2000530.jpg,2,0,1,0
Altıntelve 100 gr Öğütülmüş Türk Kahvesi,Allkaria,"65,34 TL",icecek,https://cdn.cimri.io/market/88x88/altintelve-100-gr-ogutulmus-turk-kahvesi-_58540.jpg,2,0.2,0.09,0.05
CoffeeBeanBox Peru 80 gr Filtre Kahve,Pazarama,"83,00 TL",icecek,https://cdn.cimri.io/market/88x88/coffeebeanbox-peru-80-gr-filtre-kahve-_1139505.jpg,2,0.2,0.09,0.05
TEA1986 10 kg Çuval Çay,PttAVM,"2.696,50 TL",icecek,https://cdn.cimri.io/market/88x88/tea1986-10-kg-cuval-cay-_1127333.jpg,2,0,1,0
Dagk 200 gr Öğütülmüş Fındıklı Filtre Kahve,PttAVM,"134,34 TL",icecek,https://cdn.cimri.io/market/88x88/dagk-200-gr-ogutulmus-findikli-filtre-kahve-_1529139.jpg,2,0.2,0.09,0.05
Aktar Diyarı 1 kg Peygamber Çiçeği Mavi Kantaron,idefix,"352,80 TL",icecek,https://cdn.cimri.io/market/88x88/aktar-diyari-1-kg-peygamber-cicegi-mavi-kantaron-_1415451.jpg,,,,
Boss 24x250 ml Enerji İçeçeği,PttAVM,"347,68 TL",icecek,https://cdn.cimri.io/market/88x88/boss-24x250-ml-enerji-icecegi-_1868003.jpg,,,,
Attar Pazarı 750 gr Gold Kahve,Starefsane,"550,00 TL",icecek,https://cdn.cimri.io/market/88x88/attar-pazari-750-gr-gold-kahve-_2055770.jpg,2,0.2,0.09,0.05
Derya Eren 250 gr Çiçek Ihlamur,PttAVM,"513,76 TL",icecek,https://cdn.cimri.io/market/88x88/derya-eren-250-gr-cicek-ihlamur-_2043561.jpg,,,,
Derya Eren 250 gr Öğütülmüş Yeşil Kahve,PttAVM,"263,23 TL",icecek,https://cdn.cimri.io/market/88x88/derya-eren-250-gr-ogutulmus-yesil-kahve-_2019352.jpg,2,0.2,0.09,0.05
TOS 100 gr Masala Kahvesi,PttAVM,"105,72 TL",icecek,https://cdn.cimri.io/market/88x88/tos-100-gr-masala-kahvesi-_1985915.jpg,2,0.2,0.09,0.05
Drot Herbal Mixture Bitki Süzen 30'lu 1.5 gr Poşet Çay,PttAVM,"205,95 TL",icecek,https://cdn.cimri.io/market/88x88/drot-herbal-mixture-bitki-suzen-30lu-1-5-gr-poset-cay-_1330093.jpg,2,0,1,0
Paşadan 100 gr Türk Kahvesi,PttAVM,"62,21 TL",icecek,https://cdn.cimri.io/market/88x88/pasadan-100-gr-turk-kahvesi-_988353.jpg,2,0.2,0.09,0.05
Doğan Baharatçılık 1 kg Melek Otu Kökü,idefix,"1.181,93 TL",icecek,https://cdn.cimri.io/market/88x88/dogan-baharatcilik-1-kg-melek-otu-koku-_2057647.jpg,,,,
Derya Eren 1 kg Ginkgo Biloba Yaprağı,PttAVM,"623,80 TL",icecek,https://cdn.cimri.io/market/88x88/derya-eren-1-kg-ginkgo-biloba-yapragi-_2011333.jpg,,,,
Derya Eren 250 gr Karakafes Otu,idefix,"178,20 TL",icecek,https://cdn.cimri.io/market/88x88/derya-eren-250-gr-karakafes-otu-_2009707.jpg,,,,
Shazel 24'lü Drip Filtre Latte Fındıklı,idefix,"247,41 TL",icecek,https://cdn.cimri.io/market/88x88/shazel-24lu-drip-filtre-latte-findikli-_871213.jpg,,,,
Aksoy Baharat ve Kuruyemiş AKS-1-BAH-ATQ-Z010 50 gr Rezene,idefix,"95,00 TL",icecek,https://cdn.cimri.io/market/88x88/aksoy-baharat-ve-kuruyemis-aks-1-bah-atq-z010-50-gr-rezene-_144458.jpg,,,,
Nurs Çınar Yaprağı Bitki Çayı 42 Süzen Poşet,PttAVM,"166,50 TL",icecek,https://cdn.cimri.io/market/88x88/nurs-cinar-yapragi-bitki-cayi-42-suzen-poset-_675513.jpg,8,1,1,0
Winlife 14 gr 2in1 Coffee,Pazarama,"346,75 TL",icecek,https://cdn.cimri.io/market/88x88/winlife-14-gr-2in1-coffee-_1766340.jpg,,,,
Sprite 330 ml Limon Aromalı Gazoz,idefix,"464,80 TL",icecek,https://cdn.cimri.io/market/88x88/sprite-330-ml-limon-aromali-gazoz-_1904697.jpg,35,0,9,0
Derya Eren 1 kg Derin Yırtıklı Çınar Yaprağı,PttAVM,"259,84 TL",icecek,https://cdn.cimri.io/market/88x88/derya-eren-1-kg-derin-yirtikli-cinar-yapragi-_2006463.jpg,,,,
Derya Eren 500 gr Enginar Yaprağı,PttAVM,"196,36 TL",icecek,https://cdn.cimri.io/market/88x88/derya-eren-500-gr-enginar-yapragi-_1980815.jpg,47,3.3,11.0,0.2
Shazel 6'lı 100 gr Karma Special Hazır Türk Kahvesi Naneli + Çikolatalı + Kaymaklı Türk Kahvesi,Pazarama,"73,87 TL",icecek,https://cdn.cimri.io/market/88x88/shazel-6li-100-gr-karma-special-hazir-turk-kahvesi-naneli-cikolatali-kaymakli-turk-kahvesi-_1676809.jpg,2,0.2,0.09,0.05
Kent Boringer Trix Vişne Aromalı 9 gr Toz İçecek,PttAVM,"60,40 TL",icecek,https://cdn.cimri.io/market/88x88/kent-boringer-trix-visne-aromali-9-gr-toz-icecek-_1912021.jpg,,,,
Meysu 1 lt Elma Suyu,idefix,"186,96 TL",icecek,https://cdn.cimri.io/market/88x88/meysu-1-lt-elma-suyu-_476911.jpg,52,0.3,14.0,0.2
Laraska 50 gr Gül Çayı,Pazarama,"199,99 TL",icecek,https://cdn.cimri.io/market/88x88/laraska-50-gr-gul-cayi-_1509401.jpg,2,0,1,0
Tchibo 250 gr 4 Adet Gold Filtre Kahve  + 100 gr 2 Adet Türk Kahvesi,Pazarama,"867,00 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-250-gr-4-adet-gold-filtre-kahve-100-gr-2-adet-turk-kahvesi-_2044322.jpg,2,0.2,0.09,0.05
Sarızeybek Brezilya 250 gr Çekirdek Filtre Kahve,Pazarama,"135,00 TL",icecek,https://cdn.cimri.io/market/88x88/sarizeybek-brezilya-250-gr-cekirdek-filtre-kahve-_1862007.jpg,2,0.2,0.09,0.05
Bu Coffee Roastery 250 gr Öğütülmüş Mexico Yöresel Kahve,Pazarama,"303,00 TL",icecek,https://cdn.cimri.io/market/88x88/bu-coffee-roastery-250-gr-ogutulmus-mexico-yoresel-kahve-_1925599.jpg,2,0.2,0.09,0.05
Halktanpazar 250 gr Türk Kahvesi,Pazarama,"167,48 TL",icecek,https://cdn.cimri.io/market/88x88/halktanpazar-250-gr-turk-kahvesi-_1861984.jpg,2,0.2,0.09,0.05
Chroma Coffee Terra Classic Series 10'lu Kahve,Pazarama,"199,50 TL",icecek,https://cdn.cimri.io/market/88x88/chroma-coffee-terra-classic-series-10lu-kahve-_2003258.jpg,2,0.2,0.09,0.05
Glowing 250 gr Rio Minas Hafif Kavrulmuş Çekirdek Kahve,Pazarama,"194,90 TL",icecek,https://cdn.cimri.io/market/88x88/glowing-250-gr-rio-minas-hafif-kavrulmus-cekirdek-kahve-_1946727.jpg,2,0.2,0.09,0.05
Karali 1000 gr Bergamot Aromalı Tomurcuk Çay,PttAVM,"485,01 TL",icecek,https://cdn.cimri.io/market/88x88/karali-1000-gr-bergamot-aromali-tomurcuk-cay-_1223515.jpg,2,0,1,0
Kervan 800 gr Seylan Çayı,PttAVM,"435,16 TL",icecek,https://cdn.cimri.io/market/88x88/kervan-800-gr-seylan-cayi-_840496.jpg,2,0,1,0
Beta Tea 500x3.2 gr Yüksek Tepeler Demlik Poşet Çay,Amazon,"859,32 TL",icecek,https://cdn.cimri.io/market/88x88/beta-tea-500x3-2-gr-yuksek-tepeler-demlik-poset-cay-_1580894.jpg,2,0,1,0
Lipton 1000 gr Yellow Label + 1000 gr Earl Grey Dökme Çay,Amazon,"408,99 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-1000-gr-yellow-label-1000-gr-earl-grey-dokme-cay-_1677889.jpg,2,0,1,0
Ziya Dede 150 gr Atom Küp Çayı,PttAVM,"87,46 TL",icecek,https://cdn.cimri.io/market/88x88/ziya-dede-150-gr-atom-kup-cayi-_415683.jpg,2,0,1,0
Feridun Kunak 2 Kutu Detoks Çayı,PttAVM,"296,15 TL",icecek,https://cdn.cimri.io/market/88x88/feridun-kunak-2-kutu-detoks-cayi-_1340252.jpg,2,0,1,0
Lavi Vişne 200 ml Meyve Suyu,a101,"4,50 TL",icecek,https://cdn.cimri.io/market/88x88/lavi-visne-200-ml-meyve-suyu-_1840448.jpg,56,0,16,0
Caffé Fresco 250 gr Breakfast Blend Yumuşak İçim Öğütülmüş Peru Filtre Kahve,Pazarama,"249,00 TL",icecek,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,2,0.2,0.09,0.05
Lavi 200 ml Kayısı Meyve Nektarı,a101,"4,50 TL",icecek,https://cdn.cimri.io/market/88x88/lavi-200-ml-kayisi-meyve-nektari-_1433867.jpg,48,1.4,11.0,0.4
Mahmood Coffee 100 gr Gold Cam Kavanoz,Pazarama,"179,93 TL",icecek,https://cdn.cimri.io/market/88x88/mahmood-coffee-100-gr-gold-cam-kavanoz-_828759.jpg,,,,
Mahbuba Coffee 48'li 2si1 Arada Kahve,Pazarama,"344,93 TL",icecek,https://cdn.cimri.io/market/88x88/mahbuba-coffee-48li-2si1-arada-kahve-_1814456.jpg,2,0.2,0.09,0.05
Mahmood Coffee Cappuccino 13.7 gr Klasik Choco Granüllü Şekersiz Kahve,Pazarama,"179,93 TL",icecek,https://cdn.cimri.io/market/88x88/mahmood-coffee-cappuccino-13-7-gr-klasik-choco-granullu-sekersiz-kahve-_1852393.jpg,2,0.2,0.09,0.05
Espressolab Colombia El Puente 1 kg Kahve,Pazarama,"1.657,50 TL",icecek,https://cdn.cimri.io/market/88x88/espressolab-colombia-el-puente-1-kg-kahve-_1573153.jpg,2,0.2,0.09,0.05
Mahmood 16 Adet Dolce Gusto Cappuccino Kapsül Kahve,Sonsepet,"224,90 TL",icecek,https://cdn.cimri.io/market/88x88/mahmood-16-adet-dolce-gusto-cappuccino-kapsul-kahve-_1889254.jpg,2,0.2,0.09,0.05
Mim and More 200 gr Çikolatalı Türk Kahvesi,Pazarama,"285,67 TL",icecek,https://cdn.cimri.io/market/88x88/mim-and-more-200-gr-cikolatali-turk-kahvesi-_1897212.jpg,2,0.2,0.09,0.05
Kahve Dünyası 1 kg Kosta Rika Çekirdek Kahve,Amazon,"589,00 TL",icecek,https://cdn.cimri.io/market/88x88/kahve-dunyasi-1-kg-kosta-rika-cekirdek-kahve-_1864615.jpg,2,0.2,0.09,0.05
Nish Kahve 250 gr House Blend Filtre Kahve,Pazarama,"199,90 TL",icecek,https://cdn.cimri.io/market/88x88/nish-kahve-250-gr-house-blend-filtre-kahve-_1069232.jpg,2,0.2,0.09,0.05
Nish Kahve 5'li Set Nespresso Uyumlu Kapsül Kahve,Pazarama,"629,90 TL",icecek,https://cdn.cimri.io/market/88x88/nish-kahve-5li-set-nespresso-uyumlu-kapsul-kahve-_1590000.jpg,2,0.2,0.09,0.05
Kocatepe Altın Çekirdek Serisi Türk Kahvesi 220 gr 3'lü Paket,Pazarama,"985,00 TL",icecek,https://cdn.cimri.io/market/88x88/kocatepe-altin-cekirdek-serisi-turk-kahvesi-220-gr-3lu-paket-_499143.jpg,2,0.2,0.09,0.05
Mahmood Coffee 48'li 18 gr 3'ü 1 Arada Sütlü Köpüklü Hazır Kahve,PttAVM,"193,09 TL",icecek,https://cdn.cimri.io/market/88x88/mahmood-coffee-48li-18-gr-3u-1-arada-sutlu-kopuklu-hazir-kahve-_1990407.jpg,2,0.2,0.09,0.05
Sirius Jamaica Blue Mountain 250 gr Çekirdek Premium Kahve,Pazarama,"3.439,90 TL",icecek,https://cdn.cimri.io/market/88x88/sirius-jamaica-blue-mountain-250-gr-cekirdek-premium-kahve-_1405066.jpg,2,0.2,0.09,0.05
Tchibo 8'li Cafissimo Espresso Brasil  Kapsül Kahve,Pazarama,"1.147,90 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-8li-cafissimo-espresso-brasil-kapsul-kahve-_2016074.jpg,2,0.2,0.09,0.05
Harput Dibek 250 gr Teneke Kutu Dibek Kahvesi,Pazarama,"271,92 TL",icecek,https://cdn.cimri.io/market/88x88/harput-dibek-250-gr-teneke-kutu-dibek-kahvesi-_1864307.jpg,2,0.2,0.09,0.05
Haluk Aydın Kuruyemiş 500 gr Türk Kahvesi Çekirdeği,PttAVM,"314,64 TL",icecek,https://cdn.cimri.io/market/88x88/haluk-aydin-kuruyemis-500-gr-turk-kahvesi-cekirdegi-_1200081.jpg,2,0.2,0.09,0.05
Tchibo Cafissimo Caffè Crema Colombia 80 Adet Kapsül Kahve,Pazarama,"1.147,90 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-cafissimo-caff-crema-colombia-80-adet-kapsul-kahve-_1140240.jpg,2,0.2,0.09,0.05
Aktar Diyarı 100 gr Hibiskus Çayı,Amazon,"175,00 TL",icecek,https://cdn.cimri.io/market/88x88/aktar-diyari-100-gr-hibiskus-cayi-_282746.jpg,2,0,1,0
Orçay Hasret 5 kg Siyah Dökme Çay,Pekgross,"961,72 TL",icecek,https://cdn.cimri.io/market/88x88/orcay-hasret-5-kg-siyah-dokme-cay-_1358521.jpg,2,0,1,0
Karali Alternatif Çay 500 gr,PttAVM,"184,91 TL",icecek,https://cdn.cimri.io/market/88x88/karali-alternatif-cay-500-gr-_1552768.jpg,2,0,1,0
Nescafe Forte Öğütülmüş Filtre Kahve 2'li 500 gr + French Press,Avansas,"699,82 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-forte-ogutulmus-filtre-kahve-2li-500-gr-french-press-_498768.jpg,2,0.2,0.09,0.05
Just Power 250 ml Enerji İçeceği,Starefsane,"549,00 TL",icecek,https://cdn.cimri.io/market/88x88/just-power-250-ml-enerji-icecegi-_642639.jpg,,,,
Schweppes 1 lt Bitter Limon Aromalı Pet,Getir Büyük,"49,50 TL",icecek,https://cdn.cimri.io/market/88x88/schweppes-1-lt-bitter-limon-aromali-pet-_1654363.jpg,29,1.1,9.3,0.3
Elmacık 330 ml Su,idefix,"236,56 TL",icecek,https://cdn.cimri.io/market/88x88/elmacik-330-ml-su-_971034.jpg,0,0,0,0
"Altıncezve 1,5 gr Kuşburnu Aromalı Tek İçimlik İçecek Tozu",PttAVM,"50,98 TL",icecek,https://cdn.cimri.io/market/88x88/altincezve-15-gr-kusburnu-aromali-tek-icimlik-icecek-tozu-_1007616.jpg,,,,
Damla Doğal Kaynak Cam 330 ml Suyu,Carrefoursa,"25,95 TL",icecek,https://cdn.cimri.io/market/88x88/damla-dogal-kaynak-cam-330-ml-suyu-_1289627.jpg,,,,
Doğuş 24'lü Black Label 3'ü 1 Arada Süzen Poşet Çay,PttAVM,"106,22 TL",icecek,https://cdn.cimri.io/market/88x88/dogus-24lu-black-label-3u-1-arada-suzen-poset-cay-_1539660.jpg,2,0,1,0
Harput 2 kg Dibek Kahvesi,Bahasam,"710,00 TL",icecek,https://cdn.cimri.io/market/88x88/harput-2-kg-dibek-kahvesi-_1685104.jpg,2,0.2,0.09,0.05
Pınar 200 ml Akdeniz Meyveli İçecek,PınarOnline,"9,90 TL",icecek,https://cdn.cimri.io/market/88x88/pinar-200-ml-akdeniz-meyveli-icecek-_1698047.jpg,,,,
Altıncezve 300 gr Kokteyl Aromalı İçecek Tozu,PttAVM,"676,20 TL",icecek,https://cdn.cimri.io/market/88x88/altincezve-300-gr-kokteyl-aromali-icecek-tozu-_1305428.jpg,,,,
The Whirl 55 gr Ocean Future Friendly Kapsul Kahve,Pazarama,"213,76 TL",icecek,https://cdn.cimri.io/market/88x88/the-whirl-55-gr-ocean-future-friendly-kapsul-kahve-_1783704.jpg,2,0.2,0.09,0.05
Lavazza 250 gr Caffe Decaffeinato Kafeinsiz Öğütülmüş Kahve,Amazon,"379,00 TL",icecek,https://cdn.cimri.io/market/88x88/lavazza-250-gr-caffe-decaffeinato-kafeinsiz-ogutulmus-kahve-_356608.jpg,2,0.2,0.09,0.05
Karali Premium 300 gr Demlik Poşet Siyah Çay,PttAVM,"198,95 TL",icecek,https://cdn.cimri.io/market/88x88/karali-premium-300-gr-demlik-poset-siyah-cay-_793108.jpg,2,0,1,0
Kızılay 200 ml Erzincan Zengin Mineralli Su,Amazon,"290,00 TL",icecek,https://cdn.cimri.io/market/88x88/kizilay-200-ml-erzincan-zengin-mineralli-su-_1153285.jpg,0,0,0,0
Çaykur 5 kg Edt Tiryaki Çayı,idefix,"1.307,25 TL",icecek,https://cdn.cimri.io/market/88x88/caykur-5-kg-edt-tiryaki-cayi-_1590581.jpg,2,0,1,0
"Cafe Crown Selection Karamel Latte 21,5 gr Kahve",PttAVM,"119,36 TL",icecek,https://cdn.cimri.io/market/88x88/cafe-crown-selection-karamel-latte-215-gr-kahve-_1539427.jpg,2,0.2,0.09,0.05
Schweppes 1 lt Bitter Limon Aromalı Pet,Getir Büyük,"49,50 TL",icecek,https://cdn.cimri.io/market/88x88/schweppes-1-lt-bitter-limon-aromali-pet-_1654363.jpg,29,1.1,9.3,0.3
Nescafe 72'li Sütlü Köpüklü 3'ü 1 Arada Kahve,PttAVM,"419,04 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-72li-sutlu-kopuklu-3u-1-arada-kahve-_1644982.jpg,2,0.2,0.09,0.05
Doğuş 100'lü Earl Grey Bergamot Aromalı Siyah Süzen Bardak Poşet Çay,Amazon,"168,28 TL",icecek,https://cdn.cimri.io/market/88x88/dogus-100lu-earl-grey-bergamot-aromali-siyah-suzen-bardak-poset-cay-_1761919.jpg,2,0,1,0
Doğuş 100'lü Karadeniz Demlik Poşet Bergamot Aromalı + 100'lü Gurme Demlik Poşet Çay,Amazon,"266,50 TL",icecek,https://cdn.cimri.io/market/88x88/dogus-100lu-karadeniz-demlik-poset-bergamot-aromali-100lu-gurme-demlik-poset-cay-_2015201.jpg,2,0,1,0
Eduscho 500 gr Espresso Classic Çekirdek Kahve,Carrefoursa,"409,90 TL",icecek,https://cdn.cimri.io/market/88x88/eduscho-500-gr-espresso-classic-cekirdek-kahve-_1922182.jpg,2,0.2,0.09,0.05
"Badem Pınarı 1,5 lt Doğal Kaynak Suyu",idefix,"281,11 TL",icecek,https://cdn.cimri.io/market/88x88/badem-pinari-15-lt-dogal-kaynak-suyu-_1948861.jpg,0,0,0,0
Sürçaysan 500 gr Özel Hediyelik Çay,PttAVM,"267,25 TL",icecek,https://cdn.cimri.io/market/88x88/surcaysan-500-gr-ozel-hediyelik-cay-_1925200.jpg,2,0,1,0
Seven Up 250 ml Limon Aromalı Gazoz,Carrefoursa,"34,00 TL",icecek,https://cdn.cimri.io/market/88x88/seven-up-250-ml-limon-aromali-gazoz-_2007760.jpg,35,0,9,0
Lipton 48'li + 100'lü Extra Dem Demlik Süzen Poşet Siyah Çay,Amazon,"308,00 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-48li-100lu-extra-dem-demlik-suzen-poset-siyah-cay-_2010188.jpg,2,0,1,0
Erikli 0.33lt Su,Carrefoursa,"8,50 TL",icecek,https://cdn.cimri.io/market/88x88/erikli-0-33lt-su-_284645.jpg,0,0,0,0
Ofçay 500 gr Tiryakisine Siyah Dökme Çay,Bim,"59,50 TL",icecek,https://cdn.cimri.io/market/88x88/ofcay-500-gr-tiryakisine-siyah-dokme-cay-_790328.jpg,2,0,1,0
Doğuş Karadeniz 1000 gr Export Çay,idefix,"250,00 TL",icecek,https://cdn.cimri.io/market/88x88/dogus-karadeniz-1000-gr-export-cay-_1415560.jpg,2,0,1,0
Arifoğlu 80 gr Çoban Çantası,Amazon,"109,43 TL",icecek,https://cdn.cimri.io/market/88x88/arifoglu-80-gr-coban-cantasi-_227845.jpg,,,,
Altıncezve 250 gr Opa Siyah Seylan Çayı,Amazon,"192,08 TL",icecek,https://cdn.cimri.io/market/88x88/altincezve-250-gr-opa-siyah-seylan-cayi-_1974823.jpg,2,0,1,0
Nestle Classic Kahve Teneke Kutu 1000 gr +2000 gr Coffee-mate Kahve Kreması,idefix,"1.799,91 TL",icecek,https://cdn.cimri.io/market/88x88/nestle-classic-kahve-teneke-kutu-1000-gr-2000-gr-coffee-mate-kahve-kremasi-_1197571.jpg,2,0.2,0.09,0.05
İnişdibi Limon 200 ml Maden Suyu,Amazon,"320,00 TL",icecek,https://cdn.cimri.io/market/88x88/inisdibi-limon-200-ml-maden-suyu-_1719938.jpg,0,0,0,0
Eduscho 250 gr Classic Coffee Traditional Öğütülmüş Filtre Kahve,PttAVM,"139,22 TL",icecek,https://cdn.cimri.io/market/88x88/eduscho-250-gr-classic-coffee-traditional-ogutulmus-filtre-kahve-_1922189.jpg,2,0.2,0.09,0.05
Meysu 330 ml Portakal Aromalı Gazoz,idefix,"1.109,23 TL",icecek,https://cdn.cimri.io/market/88x88/meysu-330-ml-portakal-aromali-gazoz-_2038833.jpg,47,0.9,12.0,0.1
Sırma 200 ml Sade + 200 ml C Vitaminli Mandalina Aromalı Maden Suyu,Amazon,"356,96 TL",icecek,https://cdn.cimri.io/market/88x88/sirma-200-ml-sade-200-ml-c-vitaminli-mandalina-aromali-maden-suyu-_2009991.jpg,0,0,0,0
Arifoğlu Roybos Süzen 40'lı Vanilya Aromalı Poşet Çay,Organik Ali,"134,91 TL",icecek,https://cdn.cimri.io/market/88x88/arifoglu-roybos-suzen-40li-vanilya-aromali-poset-cay-_76678.jpg,288,3.0,13.0,12.0
Lipton Earl Grey 500 gr Dökme Çay,Avansas,"179,90 TL",icecek,https://cdn.cimri.io/market/88x88/lipton-earl-grey-500-gr-dokme-cay-_92500.jpg,2,0,1,0
Eduscho 250 gr Classic Coffee Strong Öğütülmüş Filtre Kahve,PttAVM,"139,22 TL",icecek,https://cdn.cimri.io/market/88x88/eduscho-250-gr-classic-coffee-strong-ogutulmus-filtre-kahve-_1922190.jpg,2,0.2,0.09,0.05
Mila 1 lt Pet Su,Carrefoursa,"14,50 TL",icecek,https://cdn.cimri.io/market/88x88/mila-1-lt-pet-su-_1043846.jpg,0,0,0,0
Nestle 400 gr Coffe Mate,Listensi,"147,50 TL",icecek,https://cdn.cimri.io/market/88x88/nestle-400-gr-coffe-mate-_1303565.jpg,,,,
Nestle Nesquik 13.5 Kakaolu Toz,Carrefoursa,"17,90 TL",icecek,https://cdn.cimri.io/market/88x88/nestle-nesquik-13-5-kakaolu-toz-_1443548.jpg,,,,
Doğadan 10 Adet Büyülü Bohça Masala Chai Siyah Çay,Carrefour,"112,25 TL",icecek,https://cdn.cimri.io/market/88x88/dogadan-10-adet-buyulu-bohca-masala-chai-siyah-cay-_120606.jpg,2,0,1,0
Kahve Dünyası 2'si 1 Arada 40'lı Damla Sakızı Aromalı Kahve,Pazarama,"196,00 TL",icecek,https://cdn.cimri.io/market/88x88/kahve-dunyasi-2si-1-arada-40li-damla-sakizi-aromali-kahve-_283155.jpg,2,0.2,0.09,0.05
Ofçay 1 kg Bitane Regular Tea Ekonomik Demlik Poşet Çay,PttAVM,"4.720,17 TL",icecek,https://cdn.cimri.io/market/88x88/ofcay-1-kg-bitane-regular-tea-ekonomik-demlik-poset-cay-_1878848.jpg,2,0,1,0
Caffé Fresco 250 gr Breakfast Blend Yumuşak İçim Öğütülmüş Peru Filtre Kahve,Pazarama,"249,00 TL",icecek,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,2,0.2,0.09,0.05
Lavi 200 ml Kayısı Meyve Nektarı,a101,"4,50 TL",icecek,https://cdn.cimri.io/market/88x88/lavi-200-ml-kayisi-meyve-nektari-_1433867.jpg,48,1.4,11.0,0.4
Tk 5 kg Tiryaki Siyah Çay,Tarım Kredi Kooperatifi,"790,00 TL",icecek,https://cdn.cimri.io/urun-gorseli-hazirlaniyor.jpg,2,0,1,0
Dagk Coffee 250 gr Türk Kahvesi,Pazarama,"240,00 TL",icecek,https://cdn.cimri.io/market/88x88/dagk-coffee-250-gr-turk-kahvesi-_1862786.jpg,2,0.2,0.09,0.05
E-Aktariye 500 gr Açlık Otu,Pazarama,"490,00 TL",icecek,https://cdn.cimri.io/market/88x88/e-aktariye-500-gr-aclik-otu-_551297.jpg,,,,
Organik Bitkim 250 gr Avokado Yaprağı,organikbitkim,"121,00 TL",icecek,https://cdn.cimri.io/market/88x88/organik-bitkim-250-gr-avokado-yapragi-_551696.jpg,160,2.0,9.0,15
Laraska 50 gr Gül Çayı,Pazarama,"199,99 TL",icecek,https://cdn.cimri.io/market/88x88/laraska-50-gr-gul-cayi-_1509401.jpg,2,0,1,0
Sarızeybek Nikaragua 250 gr Filtre Kahve,Pazarama,"155,40 TL",icecek,https://cdn.cimri.io/market/88x88/sarizeybek-nikaragua-250-gr-filtre-kahve-_1861988.jpg,2,0.2,0.09,0.05
Glowing 250 gr Rio Minas Hafif Kavrulmuş Çekirdek Kahve,Pazarama,"194,90 TL",icecek,https://cdn.cimri.io/market/88x88/glowing-250-gr-rio-minas-hafif-kavrulmus-cekirdek-kahve-_1946727.jpg,2,0.2,0.09,0.05
Chroma Coffee Terra Classic Series 10'lu Kahve,Pazarama,"199,50 TL",icecek,https://cdn.cimri.io/market/88x88/chroma-coffee-terra-classic-series-10lu-kahve-_2003258.jpg,2,0.2,0.09,0.05
Nurs 42'li Kayısılı Form Çayı,PttAVM,"166,50 TL",icecek,https://cdn.cimri.io/market/88x88/nurs-42li-kayisili-form-cayi-_794593.jpg,2,0,1,0
Tchibo 250 gr 4 Adet Gold Filtre Kahve  + 100 gr 2 Adet Türk Kahvesi,Pazarama,"867,00 TL",icecek,https://cdn.cimri.io/market/88x88/tchibo-250-gr-4-adet-gold-filtre-kahve-100-gr-2-adet-turk-kahvesi-_2044322.jpg,2,0.2,0.09,0.05
Sarızeybek Brezilya 250 gr Çekirdek Filtre Kahve,Pazarama,"135,00 TL",icecek,https://cdn.cimri.io/market/88x88/sarizeybek-brezilya-250-gr-cekirdek-filtre-kahve-_1862007.jpg,2,0.2,0.09,0.05
Bu Coffee Roastery 250 gr Öğütülmüş Mexico Yöresel Kahve,Pazarama,"303,00 TL",icecek,https://cdn.cimri.io/market/88x88/bu-coffee-roastery-250-gr-ogutulmus-mexico-yoresel-kahve-_1925599.jpg,2,0.2,0.09,0.05
Nescafe 1 kg Classic Çözünebilir Kahve,Avansas,"1.014,71 TL",icecek,https://cdn.cimri.io/market/88x88/nescafe-1-kg-classic-cozunebilir-kahve-_1957819.jpg,2,0.2,0.09,0.05
Gaggia Milano 1 kg Intenso Espresso Çekirdek Kahve,Pazarama,"749,55 TL",icecek,https://cdn.cimri.io/market/88x88/gaggia-milano-1-kg-intenso-espresso-cekirdek-kahve-_1682371.jpg,2,0.2,0.09,0.05
